35776,23232,5072,6320
36704,24000,4880,6720
37152,23568,5216,8160
40288,25280,5728,5760
39888,24544,6016,6960
43072,27152,6160,6720
45696,27360,7840,6560
48880,28976,8160,7120
46704,27872,7808,6480
42592,25952,6896,6480
43120,26400,6768,7280
42880,25808,7104,6640
39248,24128,5888,5040
33136,21552,4960,7040
33312,21376,4624,5840
32048,20432,4880,7920
31648,20704,4032,7120
31664,20160,4224,8240
29168,19760,3536,8480
28272,18608,3952,6240
28336,18480,3808,7040
26672,17904,3264,7360
27488,18528,3520,7200
28496,18992,3520,7280
29904,19424,4032,7120
27984,18608,3552,6320
27408,17248,3760,6560
28000,18736,3760,6320
26384,17648,3168,6240
28640,18736,3792,5440
24880,17184,2768,6320
28000,19232,3232,5520
24912,16912,2688,7040
23968,16480,2608,8400
25504,17536,2816,6720
29840,20816,3088,6800
31920,21584,3264,7040
41072,26448,5536,6160
48448,29520,7792,7280
49792,30096,7840,6720
50816,30096,8784,7680
48688,28688,8176,7120
43008,26352,6704,7760
42576,26544,6368,8240
38704,23888,5936,9120
36944,22896,5520,9360
38736,24560,5680,8560
36128,23536,4688,8080
34544,21616,5296,8640
34192,21472,5136,7760
35392,22880,4800,7040
34336,21632,5200,6880
32512,20416,4144,8240
31472,20512,4272,9680
29776,19680,3808,8480
27344,18816,2992,7760
28736,19248,3536,7600
28960,19296,3936,6480
29168,19968,3520,6000
30896,20592,4256,7920
26448,17856,3264,6160
28656,18832,3696,6160
23712,17232,2256,6960
24656,17264,2432,6640
24976,17664,2512,6720
24944,17680,2368,6160
28016,19392,3056,7360
33344,22624,3776,5440
38224,25520,4608,6560
42992,26928,6048,5040
51728,30752,8784,5680
55504,30656,11040,5440
58288,32576,11600,5040
47216,27680,8608,3280
43312,25152,7808,2880
36704,23568,5280,4240
36400,22400,5760,4800
36592,22800,5008,6880
38720,24512,6096,6480
38464,24096,5936,9040
36272,23168,4608,10880
37568,24208,4960,10160
36480,23536,4928,9920
39312,24480,5488,8960
40720,25616,6144,7760
42208,26176,6576,8560
44144,26592,7456,7760
39888,24800,6112,7520
36496,22848,5536,6800
37856,23504,5440,9280
36384,22848,5264,10320
34112,21600,4848,9120
34336,22128,4688,9280
33872,21136,5248,8480
30512,20576,3984,8560
